artikel_id,outlet_id,url,judul,tanggal_terbit,teks,hash_shingle,kecamatan,sumber_koleksi,ringkasan,kategori,topik,peristiwa_id,klaster_id,source_url,archive_url,retrieved_at,first_seen,last_checked,fiktif,jaccard_klaster
ART-F011,suara-tamalanrea.example,https://suara-tamalanrea.example/2024/08/13/danny-serahkan-2-000-paket-bantuan-di-tallo,Danny serahkan 2.000 paket bantuan di Tallo,2024-08-13,"Walikota Makassar Danny Pomanto menyerahkan 2.000 paket bantuan sembako kepada warga Kecamatan Tallo, Senin (siang). Bantuan dari Wali Kota itu merupakan bagian dari program peduli warga menjelang akhir masa jabatan. Danny mengatakan bantuan akan berlanjut ke kecamatan lain. Warga berterima kasih kepada Bapak Wali Kota.",1edd6c88b196e573,Tallo,fixture,"Walikota Makassar Danny Pomanto menyerahkan 2.000 paket bantuan sembako kepada warga Kecamatan Tallo, Senin (siang). Bantuan dari Wali Kota itu merupakan bagian dari program peduli warga menjelang akhir masa jabatan.",bantuan sosial,"['bantuan', 'danny', 'warga', 'paket']",,MKS-KLS-F04,https://suara-tamalanrea.example/2024/08/13/danny-serahkan-2-000-paket-bantuan-di-tallo,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,0.75
ART-F012,sulsel-kini.example,https://sulsel-kini.example/2024/08/12/danny-serahkan-2-000-paket-bantuan-di-tallo,Danny serahkan 2.000 paket bantuan di Tallo,2024-08-12,"MAKASSAR — Wali Kota Makassar Danny Pomanto menyerahkan 2.000 paket bantuan sembako kepada warga Kecamatan Tallo, Senin. Bantuan dari Wali Kota itu merupakan bagian dari program peduli warga menjelang akhir masa jabatan. Danny mengatakan bantuan akan berlanjut ke kecamatan lain. Warga berterima kasih kepada Bapak Wali Kota.",e756febb1afeb662,Tallo,fixture,"MAKASSAR — Wali Kota Makassar Danny Pomanto menyerahkan 2.000 paket bantuan sembako kepada warga Kecamatan Tallo, Senin. Bantuan dari Wali Kota itu merupakan bagian dari program peduli warga menjelang akhir masa jabatan.",bantuan sosial,"['bantuan', 'danny', 'warga', 'paket']",,MKS-KLS-F04,https://sulsel-kini.example/2024/08/12/danny-serahkan-2-000-paket-bantuan-di-tallo,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,0.98
ART-F013,harian-losari.example,https://harian-losari.example/2024/09/02/wali-kota-luncurkan-perbaikan-40-ruas-jalan-lingkungan,Wali Kota luncurkan perbaikan 40 ruas jalan lingkungan,2024-09-02,"Wali Kota Makassar meluncurkan perbaikan 40 ruas jalan lingkungan di enam kecamatan, Senin. Program perbaikan jalan atas arahan Wali Kota itu menelan anggaran Rp 18 miliar dari APBD. Danny meninjau langsung lokasi pengerjaan di Manggala dan Biringkanaya. Ia berpesan agar kontraktor menjaga mutu pekerjaan.",bc8bd414f436e33c,Manggala,fixture,"Wali Kota Makassar meluncurkan perbaikan 40 ruas jalan lingkungan di enam kecamatan, Senin. Program perbaikan jalan atas arahan Wali Kota itu menelan anggaran Rp 18 miliar dari APBD.",infrastruktur,"['perbaikan', 'jalan', 'ruas', 'lingkungan']",,MKS-KLS-F05,https://harian-losari.example/2024/09/02/wali-kota-luncurkan-perbaikan-40-ruas-jalan-lingkungan,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,1.0
ART-F014,suara-tamalanrea.example,https://suara-tamalanrea.example/2024/09/03/walikota-luncurkan-perbaikan-40-ruas-jalan-lingkungan,Walikota luncurkan perbaikan 40 ruas jalan lingkungan,2024-09-03,"Walikota Makassar meluncurkan perbaikan 40 ruas jalan lingkungan di enam kecamatan, Senin (siang). Program perbaikan jalan atas arahan Wali Kota itu menelan anggaran Rp 18 miliar dari APBD. Danny meninjau langsung lokasi pengerjaan di Manggala dan Biringkanaya. Ia berpesan agar kontraktor menjaga mutu pekerjaan.",13bf2b5091e1da85,Manggala,fixture,"Walikota Makassar meluncurkan perbaikan 40 ruas jalan lingkungan di enam kecamatan, Senin (siang). Program perbaikan jalan atas arahan Wali Kota itu menelan anggaran Rp 18 miliar dari APBD.",infrastruktur,"['perbaikan', 'jalan', 'ruas', 'lingkungan']",,MKS-KLS-F05,https://suara-tamalanrea.example/2024/09/03/walikota-luncurkan-perbaikan-40-ruas-jalan-lingkungan,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,0.74
ART-F015,sulsel-kini.example,https://sulsel-kini.example/2024/09/02/walikota-luncurkan-perbaikan-40-ruas-jalan-lingkungan,Walikota luncurkan perbaikan 40 ruas jalan lingkungan,2024-09-02,"MAKASSAR — Wali Kota Makassar meluncurkan perbaikan 40 ruas jalan lingkungan di enam kecamatan, Senin. Program perbaikan jalan atas arahan Wali Kota itu menelan anggaran Rp 18 miliar dari APBD. Danny meninjau langsung lokasi pengerjaan di Manggala dan Biringkanaya. Ia mengimbau agar kontraktor menjaga mutu pekerjaan.",f1872cee629cbac5,Manggala,fixture,"MAKASSAR — Wali Kota Makassar meluncurkan perbaikan 40 ruas jalan lingkungan di enam kecamatan, Senin. Program perbaikan jalan atas arahan Wali Kota itu menelan anggaran Rp 18 miliar dari APBD.",infrastruktur,"['perbaikan', 'jalan', 'ruas', 'lingkungan']",,MKS-KLS-F05,https://sulsel-kini.example/2024/09/02/walikota-luncurkan-perbaikan-40-ruas-jalan-lingkungan,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,0.76
ART-F016,harian-losari.example,https://harian-losari.example/2025/05/19/appi-tinjau-posko-bantuan-banjir-di-manggala,Appi tinjau posko bantuan banjir di Manggala,2025-05-19,"Wali Kota Makassar Munafri Arifuddin meninjau posko bantuan banjir di Kecamatan Manggala, Senin. Bantuan dari Wali Kota berupa makanan siap saji dan selimut dibagikan kepada 300 keluarga terdampak. Appi meminta Dinas Sosial mempercepat pendataan warga.",71a132db3b8d698a,Manggala,fixture,"Wali Kota Makassar Munafri Arifuddin meninjau posko bantuan banjir di Kecamatan Manggala, Senin. Bantuan dari Wali Kota berupa makanan siap saji dan selimut dibagikan kepada 300 keluarga terdampak.",bantuan sosial,"['bantuan', 'appi', 'posko', 'banjir']",,MKS-KLS-F06,https://harian-losari.example/2025/05/19/appi-tinjau-posko-bantuan-banjir-di-manggala,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,1.0
ART-F017,suara-tamalanrea.example,https://suara-tamalanrea.example/2025/05/20/appi-tinjau-posko-bantuan-banjir-di-manggala,Appi tinjau posko bantuan banjir di Manggala,2025-05-20,"Walikota Makassar Munafri Arifuddin meninjau posko bantuan banjir di Kecamatan Manggala, Senin (siang). Bantuan dari Wali Kota berupa makanan siap saji dan selimut dibagikan kepada 300 keluarga terdampak. Appi meminta Dinas Sosial mempercepat pendataan warga.",39e0b451d4123e52,Manggala,fixture,"Walikota Makassar Munafri Arifuddin meninjau posko bantuan banjir di Kecamatan Manggala, Senin (siang). Bantuan dari Wali Kota berupa makanan siap saji dan selimut dibagikan kepada 300 keluarga terdampak.",bantuan sosial,"['bantuan', 'appi', 'posko', 'banjir']",,MKS-KLS-F06,https://suara-tamalanrea.example/2025/05/20/appi-tinjau-posko-bantuan-banjir-di-manggala,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,0.68
ART-F018,sulsel-kini.example,https://sulsel-kini.example/2025/05/19/appi-tinjau-posko-bantuan-banjir-di-manggala,Appi tinjau posko bantuan banjir di Manggala,2025-05-19,"MAKASSAR — Wali Kota Makassar Munafri Arifuddin meninjau posko bantuan banjir di Kecamatan Manggala, Senin. Bantuan dari Wali Kota berupa makanan siap saji dan selimut dibagikan kepada 300 keluarga terdampak. Appi meminta Dinas Sosial mempercepat pendataan warga.",44590704fe73e59a,Manggala,fixture,"MAKASSAR — Wali Kota Makassar Munafri Arifuddin meninjau posko bantuan banjir di Kecamatan Manggala, Senin. Bantuan dari Wali Kota berupa makanan siap saji dan selimut dibagikan kepada 300 keluarga terdampak.",bantuan sosial,"['bantuan', 'appi', 'posko', 'banjir']",,MKS-KLS-F06,https://sulsel-kini.example/2025/05/19/appi-tinjau-posko-bantuan-banjir-di-manggala,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,0.97
ART-F019,timor-pagi.example,https://timor-pagi.example/2024/03/11/pemkot-kupang-salurkan-bantuan-air-bersih-ke-kelapa-lima,Pemkot Kupang salurkan bantuan air bersih ke Kelapa Lima,2024-03-11,"Pemerintah Kota Kupang melalui Dinas Sosial menyalurkan bantuan air bersih ke Kecamatan Kelapa Lima, Senin. Penyaluran dilakukan petugas dinas bersama kelurahan kepada 200 keluarga. Dinas Sosial menyatakan penyaluran akan berlanjut selama musim kemarau.",101a762e7a2f2e63,Kelapa Lima,fixture,"Pemerintah Kota Kupang melalui Dinas Sosial menyalurkan bantuan air bersih ke Kecamatan Kelapa Lima, Senin. Penyaluran dilakukan petugas dinas bersama kelurahan kepada 200 keluarga.",bantuan sosial,"['dinas', 'bantuan', 'bersih', 'kelapa']",,KPG-KLS-F01,https://timor-pagi.example/2024/03/11/pemkot-kupang-salurkan-bantuan-air-bersih-ke-kelapa-lima,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,1.0
ART-F020,harian-losari.example,https://harian-losari.example/2016/03/17/unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan-balai-ko,Unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota,2016-03-17,Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan.,fd3a0d48c2b9158d,Ujung Pandang,fixture,Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu.,mobilisasi / protes,"['unjuk', 'rasa', 'pedagang', 'menolak']",MKS-PRW-F01,,https://harian-losari.example/2016/03/17/unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan-balai-ko,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F021,harian-losari.example,https://harian-losari.example/2016/03/18/lanjutan-unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan,Lanjutan: unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota,2016-03-18,"Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",8768cbe8c39a7e03,Ujung Pandang,fixture,Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu.,mobilisasi / protes,"['unjuk', 'rasa', 'pedagang', 'menolak']",MKS-PRW-F01,,https://harian-losari.example/2016/03/18/lanjutan-unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F022,harian-losari.example,https://harian-losari.example/2016/03/19/lanjutan-unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan,Lanjutan: unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota,2016-03-19,"Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",8768cbe8c39a7e03,Ujung Pandang,fixture,Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu.,mobilisasi / protes,"['unjuk', 'rasa', 'pedagang', 'menolak']",MKS-PRW-F01,,https://harian-losari.example/2016/03/19/lanjutan-unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F023,sulsel-kini.example,https://sulsel-kini.example/2016/03/15/unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan-balai-ko,Unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota,2016-03-15,Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan.,fd3a0d48c2b9158d,Ujung Pandang,fixture,Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu.,mobilisasi / protes,"['unjuk', 'rasa', 'pedagang', 'menolak']",MKS-PRW-F01,,https://sulsel-kini.example/2016/03/15/unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan-balai-ko,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F024,sulsel-kini.example,https://sulsel-kini.example/2016/03/16/lanjutan-unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan,Lanjutan: unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota,2016-03-16,"Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",8768cbe8c39a7e03,Ujung Pandang,fixture,Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu.,mobilisasi / protes,"['unjuk', 'rasa', 'pedagang', 'menolak']",MKS-PRW-F01,,https://sulsel-kini.example/2016/03/16/lanjutan-unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F025,sulsel-kini.example,https://sulsel-kini.example/2016/03/17/lanjutan-unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan,Lanjutan: unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota,2016-03-17,"Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",8768cbe8c39a7e03,Ujung Pandang,fixture,Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu.,mobilisasi / protes,"['unjuk', 'rasa', 'pedagang', 'menolak']",MKS-PRW-F01,,https://sulsel-kini.example/2016/03/17/lanjutan-unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F026,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2016/03/14/unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan-balai-ko,Unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota,2016-03-14,Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan.,fd3a0d48c2b9158d,Ujung Pandang,fixture,Ratusan pedagang menggelar unjuk rasa unjuk rasa pedagang menolak relokasi pasar di depan Balai Kota pada 2016-03-14. Massa menuntut pembatalan kebijakan itu.,mobilisasi / protes,"['unjuk', 'rasa', 'pedagang', 'menolak']",MKS-PRW-F01,,https://kabar-pelabuhan.example/2016/03/14/unjuk-rasa-pedagang-menolak-relokasi-pasar-di-depan-balai-ko,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
